,state,Year,cost_per_pack,sales_per_capita,tax_dollar,tax_percent,tax_revenue,tax_state,index,price_cpi
1271,Missouri,1991,1.531,119.9,0.33,21.6,80391000.0,0.13,136.19166666666666,2.4506492076118214
1272,Missouri,1992,1.576,122.3,0.33,20.9,82066000.0,0.13,140.31666666666666,2.4485188264639506
1273,Missouri,1993,1.468,121.6,0.41,27.9,81556000.0,0.13,144.45833333333334,2.215337755985001
1274,Missouri,1994,1.503,119.4,0.41,27.3,98702660.0,0.13,148.225,2.210517793894417
1275,Missouri,1995,1.598,124.0,0.41,25.7,111081810.0,0.17,152.38333333333333,2.286103029640162
1276,Missouri,1996,1.634,124.1,0.41,25.1,112491631.0,0.17,156.85,2.2710360216767613
1277,Missouri,1997,1.738,120.6,0.41,23.6,112929932.0,0.17,160.51666666666668,2.3604028657460283
1278,Missouri,1998,1.97,120.1,0.41,20.8,109373292.0,0.17,163.00833333333333,2.6345892336792596
1279,Missouri,1999,2.588,118.0,0.41,15.8,105596780.0,0.17,166.57500000000002,3.386966831757466
1280,Missouri,2000,2.822,113.8,0.51,18.1,107168770.0,0.17,172.20000000000002,3.572566782810685
1281,Missouri,2001,3.04,107.8,0.51,16.8,102503359.0,0.17,177.0666666666667,3.742771084337349
1282,Missouri,2002,3.081,99.2,0.56,18.2,94890000.0,0.17,179.875,3.7340264072272413
1283,Missouri,2003,3.161,106.4,0.56,17.7,105034591.0,0.17,183.95833333333334,3.7459460928652324
1284,Missouri,2004,3.088,105.0,0.56,18.1,100046926.0,0.17,188.88333333333333,3.564020118238772
1285,Missouri,2005,3.186,103.4,0.56,17.6,101284476.0,0.17,195.29166666666666,3.5564651162790697
1286,Missouri,2006,3.251,105.1,0.56,17.2,102961983.0,0.17,201.59166666666667,3.5156115910875942
1287,Missouri,2007,3.358,100.6,0.56,16.7,99969195.0,0.17,207.34241666666665,3.5306041656535143
1288,Missouri,2008,3.417,100.1,0.56,16.4,100064900.0,0.17,215.3025,3.4598111958755697
1289,Missouri,2009,4.036,97.2,1.18,29.2,97731135.0,0.17,214.537,4.101148053715676
1290,Missouri,2010,4.106,92.3,1.18,28.7,93970942.0,0.17,218.05550000000002,4.104954931198708
1291,Missouri,2011,4.299,91.1,1.18,27.4,92748361.0,0.17,224.93916666666667,4.166379798982688
1292,Missouri,2012,4.239,89.4,1.18,27.8,91349531.0,0.17,229.59391666666667,4.0249411370147365
1293,Missouri,2013,4.387,87.4,1.18,26.9,89523695.0,0.17,232.95708333333334,4.105331275252773
1294,Missouri,2014,4.553,82.6,1.18,25.9,84847006.0,0.17,236.73616666666666,4.192658916360477
1295,Missouri,2015,4.532,81.8,1.18,26.0,84273554.0,0.17,237.01700000000002,4.1683761080428825
1296,Missouri,2016,4.615,83.4,1.18,25.6,86274201.0,0.17,240.00716666666665,4.191833160537568
1297,Missouri,2017,4.819,79.5,1.18,24.5,82344100.0,0.17,245.11958333333334,4.285834635135571
1298,Missouri,2018,4.956,75.3,1.18,23.8,78287803.0,0.17,251.10683333333336,4.302583030728621
1299,Missouri,2019,5.208,72.2,1.18,22.7,75182712.0,0.17,255.65741666666668,4.440880357796518
1300,Montana,1970,0.347,111.2,0.16,46.1,6166869.0,0.08,38.824999999999996,1.948383773341919
1301,Montana,1971,0.401,115.6,0.2,49.9,6995643.0,0.12,40.49166666666667,2.1589133566577487
1302,Montana,1972,0.409,122.2,0.2,48.9,10379102.0,0.12,41.81666666666667,2.132212036667995
1303,Montana,1973,0.418,119.9,0.2,47.9,10343716.0,0.12,44.4,2.0523423423423424
1304,Montana,1974,0.437,121.9,0.2,45.8,10549226.0,0.12,49.30833333333334,1.932046645259422
1305,Montana,1975,0.453,123.7,0.2,44.2,10908482.0,0.12,53.81666666666666,1.8350077423350886
1306,Montana,1976,0.476,124.9,0.2,42.0,11203768.0,0.12,56.90833333333333,1.8234236344999268
1307,Montana,1977,0.519,127.0,0.2,38.5,11479175.0,0.12,60.60833333333333,1.8667729960126498
1308,Montana,1978,0.537,127.2,0.2,37.2,11618047.0,0.12,65.23333333333333,1.794573326520184
1309,Montana,1979,0.567,120.3,0.2,35.3,11336539.0,0.12,72.575,1.7031484671029966
1310,Montana,1980,0.604,122.0,0.2,33.1,11504367.0,0.12,82.40833333333333,1.597799575285671
1311,Montana,1981,0.657,121.1,0.2,30.4,11436105.0,0.12,90.925,1.5752103381908167
1312,Montana,1982,0.772,122.4,0.2,25.9,11649438.0,0.12,96.5,1.744
1313,Montana,1983,0.913,113.7,0.32,35.0,10930021.0,0.12,99.60000000000001,1.998333333333333
1314,Montana,1984,0.955,110.1,0.32,33.5,13072334.0,0.16,103.88333333333333,2.0040750842291035
1315,Montana,1985,1.02,103.6,0.32,31.4,13712206.0,0.16,107.56666666666666,2.067183142237372
1316,Montana,1986,1.062,97.8,0.32,30.1,12943445.0,0.16,109.60833333333333,2.112211662738539
1317,Montana,1987,1.153,91.7,0.32,27.8,12410773.0,0.16,113.625,2.2121364136413644
1318,Montana,1988,1.23,87.1,0.32,26.0,11647130.0,0.16,118.25833333333333,2.267408921147206
1319,Montana,1989,1.404,86.2,0.34,24.2,11398693.0,0.16,123.96666666666665,2.4689862866361927
1320,Montana,1990,1.436,84.7,0.34,23.7,12262620.0,0.16,130.65833333333333,2.395928311754576
1321,Montana,1991,1.635,82.9,0.38,23.2,11888546.0,0.18,136.19166666666666,2.6171204797160863
1322,Montana,1992,1.794,86.6,0.392,21.9,12452707.0,0.18,140.31666666666666,2.7872098824088374
1323,Montana,1993,1.513,86.0,0.42,27.8,13191145.0,0.18,144.45833333333334,2.2832466109027973
1324,Montana,1994,1.554,88.2,0.42,27.0,12852542.0,0.1926,148.225,2.285525383707202
1325,Montana,1995,1.568,90.5,0.42,26.8,14227799.0,0.18,152.38333333333333,2.2431849502351526
1326,Montana,1996,1.649,87.3,0.42,25.5,13646453.0,0.18,156.85,2.291883965572203
1327,Montana,1997,1.754,88.9,0.42,23.9,14035657.0,0.18,160.51666666666668,2.3821326965008827
1328,Montana,1998,1.963,89.1,0.42,21.4,14093529.0,0.18,163.00833333333333,2.6252277490925824
1329,Montana,1999,2.607,82.6,0.42,16.1,13131619.0,0.18,166.57500000000002,3.4118325078793337
1330,Montana,2000,2.71,75.5,0.52,19.2,12441859.0,0.18,172.20000000000002,3.4307781649245057
1331,Montana,2001,3.093,74.8,0.52,16.8,12151610.0,0.18,177.0666666666667,3.8080233433734936
1332,Montana,2002,3.217,74.4,0.57,17.7,12120167.0,0.18,179.875,3.898851980542043
1333,Montana,2003,3.834,71.7,1.09,28.4,16740385.0,0.7,183.95833333333334,4.543485390713477
1334,Montana,2004,3.94,68.0,1.09,27.7,43748031.0,0.7,188.88333333333333,4.547357275213977
1335,Montana,2005,4.814,63.5,2.09,43.4,59519369.0,1.7,195.29166666666666,5.3737674418604655
1336,Montana,2006,4.914,51.6,2.09,42.5,82180007.0,1.7,201.59166666666667,5.3139696581373235
1337,Montana,2007,4.968,52.6,2.09,42.1,84579607.0,1.7,207.34241666666665,5.223359587542186
1338,Montana,2008,5.008,52.6,2.09,41.7,85625847.0,1.7,215.3025,5.070744649969229
1339,Montana,2009,5.766,49.8,2.71,47.0,81852136.0,1.7,214.537,5.859073260090334
1340,Montana,2010,6.121,47.3,2.71,44.3,78492027.0,1.7,218.05550000000002,6.11944206864766
1341,Montana,2011,6.189,45.5,2.71,43.8,76430979.0,1.7,224.93916666666667,5.998075035102083
1342,Montana,2012,6.128,45.5,2.71,44.2,77265829.0,1.7,229.59391666666667,5.81855137712345
1343,Montana,2013,6.155,44.3,2.71,44.0,75664883.0,1.7,232.95708333333334,5.759816275172287
1344,Montana,2014,6.296,43.0,2.71,43.0,74316187.0,1.7,236.73616666666666,5.7977115171108204
1345,Montana,2015,6.294,42.2,2.71,43.1,73322316.0,1.7,237.01700000000002,5.7890024766156
1346,Montana,2016,6.444,42.2,2.71,42.1,74109375.0,1.7,240.00716666666665,5.853125219177484
1347,Montana,2017,6.535,41.1,2.71,41.5,72871384.0,1.7,245.11958333333334,5.811979526999576
1348,Montana,2018,6.692,37.2,2.71,40.5,66653461.0,1.7,251.10683333333336,5.809702510418872
1349,Montana,2019,6.919,36.4,2.71,39.2,67151551.0,1.7,255.65741666666668,5.89985622035217
1350,Nebraska,1970,0.347,108.1,0.16,46.1,12529000.0,0.08,38.824999999999996,1.948383773341919
1351,Nebraska,1971,0.411,108.6,0.21,51.1,14171000.0,0.13,40.49166666666667,2.2127515949783905
1352,Nebraska,1972,0.412,104.9,0.21,51.0,20623000.0,0.13,41.81666666666667,2.1478517337584693
1353,Nebraska,1973,0.42,106.6,0.21,50.0,21119000.0,0.13,44.4,2.062162162162162
1354,Nebraska,1974,0.446,110.5,0.21,47.1,22153000.0,0.13,49.30833333333334,1.9718370796011493
1355,Nebraska,1975,0.468,114.1,0.21,44.9,22892000.0,0.13,53.81666666666666,1.8957695881077736
1356,Nebraska,1976,0.481,118.1,0.21,43.7,23744000.0,0.13,56.90833333333333,1.8425772441060184
1357,Nebraska,1977,0.536,117.7,0.21,39.2,23759000.0,0.13,60.60833333333333,1.9279197030111375
1358,Nebraska,1978,0.554,117.4,0.21,37.9,23822000.0,0.13,65.23333333333333,1.8513847726111397
1359,Nebraska,1979,0.595,116.1,0.21,35.3,23614000.0,0.13,72.575,1.7872545642438855
1360,Nebraska,1980,0.609,116.3,0.21,34.5,23791000.0,0.13,82.40833333333333,1.6110263929618769
1361,Nebraska,1981,0.697,117.0,0.22,31.6,23878000.0,0.13,90.925,1.6711135551278526
1362,Nebraska,1982,0.837,117.1,0.26,31.1,26594000.0,0.18,96.5,1.890839378238342
1363,Nebraska,1983,0.948,110.8,0.34,35.9,31636000.0,0.18,99.60000000000001,2.0749397590361442
1364,Nebraska,1984,0.958,107.7,0.34,35.5,31069000.0,0.18,103.88333333333333,2.0103706080539068
1365,Nebraska,1985,1.04,105.1,0.34,32.7,30639000.0,0.18,107.56666666666666,2.10771614502634
1366,Nebraska,1986,1.137,103.1,0.39,34.3,32372000.0,0.23,109.60833333333333,2.2613791530449325
1367,Nebraska,1987,1.233,101.3,0.43,35.0,37825000.0,0.23,113.625,2.365623762376238
1368,Nebraska,1988,1.393,92.9,0.43,30.9,40486641.0,0.27,118.25833333333333,2.567886688746389
1369,Nebraska,1989,1.434,93.8,0.43,30.0,40792067.0,0.27,123.96666666666665,2.521742403872009
1370,Nebraska,1990,1.522,89.9,0.43,28.3,39082338.0,0.27,130.65833333333333,2.539417054659098
1371,Nebraska,1991,1.695,92.4,0.47,27.7,39469181.0,0.27,136.19166666666666,2.7131615982377775
1372,Nebraska,1992,1.772,90.6,0.47,26.5,38702772.0,0.27,140.31666666666666,2.7530300510749495
1373,Nebraska,1993,1.696,91.1,0.58,34.2,38832035.0,0.27,144.45833333333334,2.559409287568503
1374,Nebraska,1994,1.707,85.9,0.58,34.0,46309358.0,0.27,148.225,2.510548153145556
1375,Nebraska,1995,1.755,88.5,0.58,33.0,48521230.0,0.34,152.38333333333333,2.510707645193044
1376,Nebraska,1996,1.848,86.2,0.58,31.4,47705434.0,0.34,156.85,2.5684666879183937
1377,Nebraska,1997,1.946,85.5,0.58,29.8,48092261.0,0.34,160.51666666666668,2.6428906655591318
1378,Nebraska,1998,2.146,79.7,0.58,27.0,44748964.0,0.34,163.00833333333333,2.869963703287153
1379,Nebraska,1999,2.883,86.8,0.58,20.1,48966120.0,0.34,166.57500000000002,3.773039171544349
1380,Nebraska,2000,3.095,77.6,0.68,22.0,44993900.0,0.34,172.20000000000002,3.918176538908246
1381,Nebraska,2001,3.278,69.8,0.68,20.7,40607220.0,0.34,177.0666666666667,4.035790662650602
1382,Nebraska,2002,3.867,77.3,1.03,26.6,45028920.0,0.34,179.875,4.6866212647672
1383,Nebraska,2003,3.791,68.4,1.03,27.2,60863730.0,0.64,183.95833333333334,4.492528199320498
1384,Nebraska,2004,3.619,61.8,1.03,28.5,68818560.0,0.64,188.88333333333333,4.176874613959234
1385,Nebraska,2005,3.648,61.0,1.03,28.2,68200320.0,0.64,195.29166666666666,4.072186046511628
1386,Nebraska,2006,3.718,59.5,1.03,27.7,67026240.0,0.64,201.59166666666667,4.0206225455748
1387,Nebraska,2007,3.764,60.1,1.03,27.4,67967040.0,0.64,207.34241666666665,3.957472924216744
1388,Nebraska,2008,3.767,63.2,1.03,27.3,71763480.0,0.64,215.3025,3.8141963051984993
1389,Nebraska,2009,4.693,59.8,1.65,35.2,68243520.0,0.64,214.537,4.76875317544293
1390,Nebraska,2010,4.979,55.0,1.65,33.1,63205440.0,0.64,218.05550000000002,4.977732733180313
1391,Nebraska,2011,5.107,53.5,1.65,32.3,62516160.0,0.64,224.93916666666667,4.9494537411966935
1392,Nebraska,2012,5.062,52.5,1.65,32.6,61948800.0,0.64,229.59391666666667,4.806381702186505
1393,Nebraska,2013,5.27,51.2,1.65,31.3,60778560.0,0.64,232.95708333333334,4.931637980529318
1394,Nebraska,2014,5.326,47.3,1.65,31.0,56575680.0,0.64,236.73616666666666,4.9044808672382825
1395,Nebraska,2015,5.234,46.6,1.65,31.5,56103360.0,0.64,237.01700000000002,4.814051312775033
1396,Nebraska,2016,5.355,46.3,1.65,30.8,56137920.0,0.64,240.00716666666665,4.8639797561600595
1397,Nebraska,2017,5.498,43.4,1.65,30.0,53023680.0,0.64,245.11958333333334,4.889711314375466
1398,Nebraska,2018,5.544,43.4,1.65,29.8,53278320.0,0.64,251.10683333333336,4.813058983526931
1399,Nebraska,2019,5.776,40.6,1.65,28.6,50168160.0,0.64,255.65741666666668,4.925216003577704
1400,Nevada,1970,0.44,189.5,0.18,40.9,8729000.0,0.1,38.824999999999996,2.4705730843528655
1401,Nevada,1971,0.406,190.5,0.18,44.3,9366000.0,0.1,40.49166666666667,2.18583247581807
1402,Nevada,1972,0.403,198.6,0.18,44.7,10039000.0,0.1,41.81666666666667,2.1009326424870465
1403,Nevada,1973,0.419,201.5,0.18,43.0,10546000.0,0.1,44.4,2.057252252252252
1404,Nevada,1974,0.445,204.7,0.18,40.5,11130000.0,0.1,49.30833333333334,1.9674159202298462
1405,Nevada,1975,0.449,205.2,0.18,40.1,11665000.0,0.1,53.81666666666666,1.8188045834623725
1406,Nevada,1976,0.493,201.4,0.18,36.5,11756000.0,0.1,56.90833333333333,1.8885459071606385
1407,Nevada,1977,0.543,190.8,0.18,33.1,11648000.0,0.1,60.60833333333333,1.9530977588340441
1408,Nevada,1978,0.571,187.0,0.18,31.5,11871000.0,0.1,65.23333333333333,1.9081962187020949
1409,Nevada,1979,0.631,183.3,0.18,28.5,12128000.0,0.1,72.575,1.8953909748535995
1410,Nevada,1980,0.633,177.7,0.18,28.4,12536000.0,0.1,82.40833333333333,1.6745151178076652
1411,Nevada,1981,0.716,171.9,0.18,25.1,13794000.0,0.1,90.925,1.7166675831729448
1412,Nevada,1982,0.819,165.1,0.18,22.0,14012000.0,0.1,96.5,1.8501761658031086
1413,Nevada,1983,0.998,159.2,0.31,31.1,14092000.0,0.1,99.60000000000001,2.1843775100401603
1414,Nevada,1984,1.093,136.6,0.31,28.4,17605891.0,0.15,103.88333333333333,2.293669180170063
1415,Nevada,1985,1.066,146.7,0.31,29.1,20320667.0,0.15,107.56666666666666,2.160409048651999
1416,Nevada,1986,1.14,142.6,0.31,27.2,20284792.0,0.15,109.60833333333333,2.267345852657188
1417,Nevada,1987,1.296,147.7,0.36,27.7,20932015.0,0.15,113.625,2.4864950495049505
1418,Nevada,1988,1.456,141.9,0.36,24.7,28019991.0,0.2,118.25833333333333,2.6840222676344165
1419,Nevada,1989,1.737,137.9,0.51,29.3,29526100.0,0.2,123.96666666666665,3.0545791879537516
1420,Nevada,1990,1.863,137.3,0.51,27.4,48131119.0,0.2,130.65833333333333,3.1083666050130745
1421,Nevada,1991,1.938,115.5,0.55,28.4,50229047.0,0.35,136.19166666666666,3.102128128250627
1422,Nevada,1992,1.968,110.0,0.55,27.9,47894128.0,0.35,140.31666666666666,3.0575412756859484
1423,Nevada,1993,1.903,108.1,0.59,31.0,46349800.0,0.35,144.45833333333334,2.871790020190366
1424,Nevada,1994,1.904,105.2,0.59,31.0,47907937.0,0.35,148.225,2.8002833530106255
1425,Nevada,1995,1.95,100.9,0.59,30.3,49960574.0,0.35,152.38333333333333,2.7896751613256043
1426,Nevada,1996,1.985,99.0,0.59,29.7,51188921.0,0.35,156.85,2.758877908830093
1427,Nevada,1997,2.006,95.6,0.59,29.4,53619000.0,0.35,160.51666666666668,2.724377530889835
1428,Nevada,1998,2.258,102.4,0.59,26.1,57467347.0,0.35,163.00833333333333,3.019747456673994
1429,Nevada,1999,3.035,103.9,0.59,19.4,60977962.0,0.35,166.57500000000002,3.9719645805192854
1430,Nevada,2000,3.184,93.2,0.69,21.7,61016795.0,0.35,172.20000000000002,4.030847851335656
1431,Nevada,2001,3.221,90.5,0.69,21.4,63398000.0,0.35,177.0666666666667,3.965613704819277
1432,Nevada,2002,3.308,82.2,0.74,22.4,60595972.0,0.35,179.875,4.009139680333565
1433,Nevada,2003,3.767,86.6,1.19,31.6,63945704.0,0.35,183.95833333333334,4.46408697621744
1434,Nevada,2004,3.83,69.9,1.19,31.1,124101000.0,0.8,188.88333333333333,4.420400600017648
1435,Nevada,2005,3.752,69.7,1.19,31.7,130165920.0,0.8,195.29166666666666,4.188279069767441
1436,Nevada,2006,3.78,68.5,1.19,31.5,131803093.0,0.8,201.59166666666667,4.087668967797941
1437,Nevada,2007,4.026,65.5,1.19,29.6,130839518.0,0.8,207.34241666666665,4.232939955604839
1438,Nevada,2008,4.028,61.9,1.19,29.5,130032657.0,0.8,215.3025,4.078466343865026
1439,Nevada,2009,4.979,53.5,1.81,36.4,111131905.0,0.8,214.537,5.059369712450533
1440,Nevada,2010,5.02,48.1,1.81,36.1,101634480.0,0.8,218.05550000000002,5.018722297763642
1441,Nevada,2011,5.23,45.7,1.81,34.6,98666160.0,0.8,224.93916666666667,5.068659304182242
1442,Nevada,2012,5.181,43.1,1.81,34.9,95094310.0,0.8,229.59391666666667,4.919372500795789
1443,Nevada,2013,5.287,43.2,1.81,34.2,95794651.0,0.8,232.95708333333334,4.947546490143928
1444,Nevada,2014,5.326,41.6,1.81,34.0,92935920.0,0.8,236.73616666666666,4.9044808672382825
1445,Nevada,2015,6.388,46.4,2.81,44.0,105544640.0,0.8,237.01700000000002,5.875460410012783
1446,Nevada,2016,6.361,30.9,2.81,44.2,162352531.0,1.8,240.00716666666665,5.777735803722528
1447,Nevada,2017,6.446,36.3,2.81,43.6,191998080.0,1.8,245.11958333333334,5.73282632456607
1448,Nevada,2018,6.705,31.6,2.81,41.9,170633520.0,1.8,251.10683333333336,5.820988543388903
1449,Nevada,2019,6.812,32.0,2.81,41.3,174921930.0,1.8,255.65741666666668,5.8086169349673344
1450,New Hampshire,1970,0.341,265.7,0.165,48.4,13331935.0,0.07,38.824999999999996,1.914694140373471
1451,New Hampshire,1971,0.361,278.0,0.185,51.2,17820597.0,0.085,40.49166666666667,1.94356040337518
1452,New Hampshire,1972,0.369,296.2,0.19,51.5,24229304.0,0.11,41.81666666666667,1.9236827421283378
1453,New Hampshire,1973,0.379,279.0,0.19,50.1,23666198.0,0.11,44.4,1.860855855855856
1454,New Hampshire,1974,0.408,269.8,0.19,46.6,23476872.0,0.11,49.30833333333334,1.8038330234916342
1455,New Hampshire,1975,0.439,269.1,0.2,45.6,23912882.0,0.11,53.81666666666666,1.7782966862805825
1456,New Hampshire,1976,0.45,290.5,0.2,44.4,28508000.0,0.12,56.90833333333333,1.7238248645482501
1457,New Hampshire,1977,0.497,278.8,0.2,40.2,27498000.0,0.12,60.60833333333333,1.7876419634263716
1458,New Hampshire,1978,0.532,269.6,0.2,37.6,27463000.0,0.12,65.23333333333333,1.777864077669903
1459,New Hampshire,1979,0.553,254.6,0.2,36.2,26610000.0,0.12,72.575,1.6610954185325526
1460,New Hampshire,1980,0.584,247.8,0.2,34.2,26373000.0,0.12,82.40833333333333,1.5448923045808474
1461,New Hampshire,1981,0.67,245.4,0.2,29.9,27123000.0,0.12,90.925,1.6063788836953534
1462,New Hampshire,1982,0.747,239.8,0.2,26.8,26934000.0,0.12,96.5,1.687523316062176
1463,New Hampshire,1983,0.905,232.9,0.33,36.5,26583000.0,0.12,99.60000000000001,1.9808232931726906
1464,New Hampshire,1984,0.892,215.1,0.33,37.0,34316000.0,0.17,103.88333333333333,1.8718690839082306
1465,New Hampshire,1985,1.0,201.1,0.33,33.0,33552000.0,0.17,107.56666666666666,2.026650139448404
1466,New Hampshire,1986,1.02,195.9,0.33,32.4,33639000.0,0.17,109.60833333333333,2.028677868166958
1467,New Hampshire,1987,1.135,195.1,0.33,28.9,32327000.0,0.17,113.625,2.177601760176018
1468,New Hampshire,1988,1.259,180.4,0.33,26.2,32515000.0,0.17,118.25833333333333,2.3208681558734408
1469,New Hampshire,1989,1.359,172.9,0.37,27.2,32082000.0,0.17,123.96666666666665,2.389852110782469
1470,New Hampshire,1990,1.539,152.4,0.41,26.6,37639000.0,0.17,130.65833333333333,2.567781108489062
1471,New Hampshire,1991,1.644,144.8,0.45,27.4,40860000.0,0.21,136.19166666666666,2.63152664749434
1472,New Hampshire,1992,1.811,143.7,0.45,24.8,40608665.0,0.25,140.31666666666666,2.8136215702577503
1473,New Hampshire,1993,1.578,148.9,0.49,31.1,41940913.0,0.25,144.45833333333334,2.3813371791173923
1474,New Hampshire,1994,1.639,153.8,0.49,29.9,43658153.0,0.25,148.225,2.4105380333951762
1475,New Hampshire,1995,1.686,158.5,0.49,29.1,44765496.0,0.25,152.38333333333333,2.4119960625615224
1476,New Hampshire,1996,1.766,158.0,0.49,27.7,45121750.0,0.25,156.85,2.4544979279566466
1477,New Hampshire,1997,1.97,174.4,0.61,31.0,50638656.0,0.25,160.51666666666668,2.675485411691413
1478,New Hampshire,1998,2.228,173.8,0.61,27.4,74917359.0,0.25,163.00833333333333,2.979626808445376
1479,New Hampshire,1999,3.139,171.7,0.76,24.2,72034018.0,0.37,166.57500000000002,4.10807143929161
1480,New Hampshire,2000,3.215,147.3,0.86,26.7,93587673.0,0.52,172.20000000000002,4.0700929152148655
1481,New Hampshire,2001,3.529,136.1,0.86,24.4,87461400.0,0.52,177.0666666666667,4.344815512048192
1482,New Hampshire,2002,3.577,131.6,0.91,25.4,86158800.0,0.52,179.875,4.3351549687282835
1483,New Hampshire,2003,3.57,146.2,0.91,25.5,95760255.0,0.52,183.95833333333334,4.230631936579841
1484,New Hampshire,2004,3.516,148.4,0.91,25.9,99326040.0,0.52,188.88333333333333,4.057996999911762
1485,New Hampshire,2005,3.725,138.6,1.19,31.9,93439635.0,0.52,195.29166666666666,4.158139534883721
1486,New Hampshire,2006,3.764,135.5,1.19,31.6,142008000.0,0.8,201.59166666666667,4.070366665288743
1487,New Hampshire,2007,4.24,131.6,1.47,34.7,138573600.0,0.8,207.34241666666665,4.457939744601221
1488,New Hampshire,2008,4.423,113.5,1.72,38.9,161215200.0,1.08,215.3025,4.478415252958047
1489,New Hampshire,2009,5.878,116.6,2.79,47.5,190829172.0,1.33,214.537,5.972881134722681
1490,New Hampshire,2010,5.964,97.1,2.79,46.8,229636416.0,1.78,218.05550000000002,5.962482028657842
1491,New Hampshire,2011,5.93,92.9,2.69,45.4,218390304.0,1.78,224.93916666666667,5.747064947189425
1492,New Hampshire,2012,5.876,93.9,2.69,45.8,207917640.0,1.68,229.59391666666667,5.579276744774379
1493,New Hampshire,2013,6.009,89.6,2.79,46.4,198896040.0,1.68,232.95708333333334,5.623190251423277
1494,New Hampshire,2014,6.075,90.6,2.79,45.9,210527196.0,1.78,236.73616666666666,5.594202265954294
1495,New Hampshire,2015,6.343,89.6,2.79,44.0,211540105.0,1.78,237.01700000000002,5.834070973812004
1496,New Hampshire,2016,6.432,91.5,2.79,43.4,215563560.0,1.78,240.00716666666665,5.842225544653876
1497,New Hampshire,2017,6.445,87.3,2.79,43.3,208028237.0,1.78,245.11958333333334,5.731936962740975
1498,New Hampshire,2018,6.611,83.4,2.79,42.2,200202084.0,1.78,251.10683333333336,5.739381843451757
1499,New Hampshire,2019,6.788,78.4,2.79,41.1,189399120.0,1.78,255.65741666666668,5.788152048525876
1500,New Jersey,1970,0.417,120.7,0.22,52.8,120808000.0,0.14,38.824999999999996,2.3414294913071476
1501,New Jersey,1971,0.421,125.1,0.22,52.3,125984000.0,0.14,40.49166666666667,2.2665898332990326
1502,New Jersey,1972,0.489,128.4,0.27,55.2,137924000.0,0.19,41.81666666666667,2.5492706257473094
1503,New Jersey,1973,0.502,120.2,0.27,53.8,168261000.0,0.19,44.4,2.464774774774775
1504,New Jersey,1974,0.528,121.4,0.27,51.1,169724000.0,0.19,49.30833333333334,2.3343721480479975
1505,New Jersey,1975,0.536,122.3,0.27,50.4,170266000.0,0.19,53.81666666666666,2.171223288943946
1506,New Jersey,1976,0.569,122.4,0.27,47.5,170091000.0,0.19,56.90833333333333,2.1796807731732315
1507,New Jersey,1977,0.619,122.8,0.27,43.6,171187000.0,0.19,60.60833333333333,2.226459507768459
1508,New Jersey,1978,0.635,123.9,0.27,42.5,172543000.0,0.19,65.23333333333333,2.1220746039856926
1509,New Jersey,1979,0.664,123.8,0.27,40.7,172389000.0,0.19,72.575,1.9945160179125043
1510,New Jersey,1980,0.687,124.3,0.27,39.3,173132000.0,0.19,82.40833333333333,1.817364748710689
1511,New Jersey,1981,0.762,127.9,0.27,35.4,178888000.0,0.19,90.925,1.8269562826505363
1512,New Jersey,1982,0.921,126.3,0.32,34.7,178853000.0,0.24,96.5,2.0806010362694303
1513,New Jersey,1983,1.011,121.3,0.41,40.6,216604000.0,0.24,99.60000000000001,2.212831325301204
1514,New Jersey,1984,1.047,117.8,0.41,39.2,220420000.0,0.25,103.88333333333333,2.1971378148564096
1515,New Jersey,1985,1.145,116.9,0.41,35.8,220409000.0,0.25,107.56666666666666,2.3205144096684225
1516,New Jersey,1986,1.196,115.5,0.41,34.3,218338000.0,0.25,109.60833333333333,2.3787242454192956
1517,New Jersey,1987,1.318,111.6,0.43,32.6,212502000.0,0.25,113.625,2.528704070407041
1518,New Jersey,1988,1.395,107.8,0.43,30.8,225407000.0,0.27,118.25833333333333,2.571573532520612
1519,New Jersey,1989,1.493,103.0,0.43,28.8,216937000.0,0.27,123.96666666666665,2.6254961011024474
1520,New Jersey,1990,1.804,98.6,0.56,31.0,206978000.0,0.27,130.65833333333333,3.0099266534855538
1521,New Jersey,1991,1.911,86.7,0.6,31.4,269551562.0,0.27,136.19166666666666,3.058909624915866
1522,New Jersey,1992,2.054,86.6,0.6,29.2,269134972.0,0.4,140.31666666666666,3.191153343627509
1523,New Jersey,1993,1.829,82.9,0.64,35.0,257517600.0,0.4,144.45833333333334,2.760117680992212
1524,New Jersey,1994,1.878,81.6,0.64,34.1,251644224.0,0.4,148.225,2.762044189576657
1525,New Jersey,1995,1.943,81.0,0.64,32.9,256147750.0,0.4,152.38333333333333,2.779660942797769
1526,New Jersey,1996,1.946,79.1,0.64,32.9,251487000.0,0.4,156.85,2.7046732547019445
1527,New Jersey,1997,2.083,77.0,0.64,30.7,245962500.0,0.4,160.51666666666668,2.828952341397571
1528,New Jersey,1998,2.732,72.6,1.04,38.1,318899400.0,0.4,163.00833333333333,3.653653698686161
1529,New Jersey,1999,3.397,63.6,1.04,30.6,409427600.0,0.8,166.57500000000002,4.445721146630646
1530,New Jersey,2000,3.637,60.1,1.14,31.3,393178600.0,0.8,172.20000000000002,4.604332171893147
1531,New Jersey,2001,3.798,57.7,1.14,30.0,388675200.0,0.8,177.0666666666667,4.676001506024096
1532,New Jersey,2002,4.632,58.4,1.89,40.8,396183400.0,0.8,179.875,5.61376511466296
